platform-receipt::receipt_canceled_bank_refunded,,"<b>We have canceled your transaction and refunded your bank account ending in {CardLastFour}.</b> Depending on your bank, it may take up to 10 business days for the credit to appear on your account.","<b>Nous avons annulé votre transaction et effectué un remboursement sur votre compte bancaire se terminant par {CardLastFour}.</b> Selon votre banque, il peut s'écouler jusqu'à 10 jours ouvrables pour que le crédit apparaisse sur votre compte."
platform-receipt::receipt_canceled_card_refunded,,"<b>We have canceled your transaction and refunded your card ending in {CardLastFour}.</b> Depending on your bank, it may take up to 10 business days for the credit to appear on your account.","<b>Nous avons annulé votre transaction et effectué un remboursement sur votre carte se terminant par {CardLastFour}.</b> Selon votre banque, il peut s'écouler jusqu'à 10 jours ouvrables pour que le crédit apparaisse sur votre compte."
platform-receipt::receipt_rolled_back,,This transaction has been canceled and we've initiated a refund for the full charge amount to your {PaymentTypeName}.,Cette transaction a été annulée et nous avons effectué un remboursement du montant total débité sur votre {PaymentTypeName}.
platform-receipt::receipt_partner_fail_overview,,"<b>Our partner reported an issue completing your transaction.</b> As a result, we will need more information from you. Please <a href=""{ContactUrl}"">contact us</a> for more information.","<b>Notre partenaire a signalé un problème lors du traitement de la transaction.</b> Nous allons par conséquent avoir besoin d'informations complémentaires de votre part. Veuillez <a href=""{ContactUrl}"">nous contacter</a> pour plus d'informations."
platform-receipt::receipt_amendment_requested,,"<b>At your request, we asked {DestinationName} to change your transaction.</b> We will update you with the latest status as soon as we have confirmation from {DestinationName}.","<b>À votre demande, nous avons invité à {DestinationName} à modifier votre transaction.</b> Nous vous adresserons des informations de suivi dès que nous aurons eu confirmation de la part de {DestinationName}."
"platform-receipt::receipt_<b>At your request, we asked {DestinationName} to cancel your transaction.</b> We will update you with the latest status as soon as we have confirmation from {DestinationName}.",,"<b>At your request, we asked {DestinationName} to cancel your transaction.</b> We will update you with the latest status as soon as we have confirmation from {DestinationName}.","<b>À votre demande, nous avons invité à {DestinationName} à annuler votre transaction.</b> Nous vous adresserons des informations de suivi dès que nous aurons eu confirmation de la part de {DestinationName}."
platform-receipt::receipt_<br><b>Please note: your reference number for this transaction will change to {NewReferenceNumber}</b>,,<br><b>Please note: your reference number for this transaction will change to {NewReferenceNumber}</b>,<br><b>Remarque : votre numéro de référence pour cette transaction sera remplacé par {NewReferenceNumber}</b>
platform-receipt::receipt_<b>Funds will be available subject to collection of recipient address information from {ReceiverFirstName}.</b> We will let you know when that happens.,,<b>Funds will be available subject to collection of recipient address information from {ReceiverFirstName}.</b> We will let you know when that happens.,<b>Les fonds seront disponibles sous réserve de la collecte des informations d'adresse du destinataire auprès de {ReceiverFirstName}.</b> Nous vous informerons à ce moment-là.
platform-receipt::receipt_<b>Funds will be available subject to collection of recipient bank information from {ReceiverFirstName}.</b> We will let you know when that happens.,,<b>Funds will be available subject to collection of recipient bank information from {ReceiverFirstName}.</b> We will let you know when that happens.,<b>Les fonds seront disponibles sous réserve de la collecte des informations bancaires du destinataire auprès de {ReceiverFirstName}.</b> Nous vous informerons à ce moment-là.
platform-receipt::receipt_illinois_partner_disclaimer,,"<p>This Remitly transfer will be processed through Wells Fargo Bank, San Francisco, CA{OtherPartner}</p><p>For questions about compliance with the Illinois Transmitter of Money Act please contact the Illinois Department of Financial Institutions Consumer Credit Section at (888) 298 8089.</p>","<p>Ce virement Remitly sera traité par l'intermédiaire de la Wells Fargo Bank, San Francisco, CA{OtherPartner}</p><p>Pour toute question concernant le respect de la loi de l'Illinois sur les sociétés de transfert de fonds, veuillez contacter l'Illinois Department of Financial Institutions Consumer Credit Section au (888) 298 8089.</p>"
platform-receipt::receipt_illinois_partner_bpi,," and BPI, Republic of the Philippines."," et BPI, République des Philippines."
platform-receipt::receipt_illinois_partner_security_bank,," and Security Bank Corporation, Republic of the Philippines."," et Security Bank Corporation, République des Philippines."
platform-receipt::receipt_illinois_partner_bdo,," and BDO Unibank, Republic of the Philippines."," et BDO Unibank, République des Philippines."
"platform-receipt::receipt_Texas customers <a href=""{TexasDetailUrl}"">click here for information</a> about filing complaints about our money transmission or currency exchange product or service.",,"Texas customers <a href=""{TexasDetailUrl}"">click here for information</a> about filing complaints about our money transmission or currency exchange product or service.","Clients au Texas, <a href=""{TexasDetailUrl}"">cliquez ici pour plus d'informations</a> sur le dépôt de plaintes relatives à notre produit ou service de transfert de fonds ou de change."
platform-receipt::receipt_consumer_financial_protection_bureau,,"<b>Consumer Financial Protection Bureau</b><br>(855) 411-2372<br>(855) 729-2372 (TTY/ TDD)<br><a href=""http://www.consumerfinance.gov"">www.consumerfinance.gov</a>","<b>Bureau américain de protection des consommateurs</b><br>(855) 411-2372<br>(855) 729-2372 (TTY/ TDD)<br><a href=""http://www.consumerfinance.gov"">www.consumerfinance.gov</a>"
platform-receipt::receipt_ml_cebuana_tambunting_villarica,,"M.Lhuillier, Cebuana, Tambunting or Villarica","M.Lhuillier, Cebuana, Tambunting ou Villarica"
platform-receipt::receipt_M.Lhuillier or Cebuana,,M.Lhuillier or Cebuana,M.Lhuillier ou Cebuana
platform-receipt::receipt_M.Lhuillier,,M.Lhuillier,M.Lhuillier
platform-receipt::receipt_Cebuana,,Cebuana,Cebuana
platform-receipt::receipt_or,,or,ou
platform-receipt::receipt_Bank,,Bank,Banque
platform-receipt::receipt_{Bank} Acct.,,{Bank} Acct.,Cpte {Bank}
platform-receipt::receipt_Bank Acct.,,Bank Acct.,Cpte bancaire
platform-receipt::receipt_Bank Account,,Bank Account,Compte bancaire
platform-receipt::receipt_1 minute,,1 minute,clé
platform-receipt::receipt_{Count} minutes,,{Count} minutes,{Count} minutes
platform-receipt::receipt_1 hour,,1 hour,clé
platform-receipt::receipt_{Count} hours,,{Count} hours,{Count} heures
platform-receipt::receipt_1 day,,1 day,clé
platform-receipt::receipt_{Count} days,,{Count} days,{Count} jours
platform-receipt::receipt_In {RelativeTime},,In {RelativeTime},Dans {RelativeTime}
platform-receipt::receipt_Cash Pickup,,Cash Pickup,Retrait en espèces
platform-receipt::receipt_Bank Deposit,,Bank Deposit,Dépôt bancaire
platform-receipt::receipt_Home Delivery,,Home Delivery,Livraison à domicile
platform-receipt::receipt_Mobile Wallet,,Mobile Wallet,Portefeuille mobile
platform-receipt::receipt_Account ending in {LastFourDigits},,Account ending in {LastFourDigits},Compte se terminant par {LastFourDigits}
platform-receipt::receipt_Ending in {LastFourDigits},,Ending in {LastFourDigits},Se terminant par {LastFourDigits}
platform-receipt::receipt_Partner,,Partner,Partenaire
platform-receipt::receipt_Now,,Now,Maintenant
platform-receipt::receipt_Express,,Express,Express
platform-receipt::receipt_Economy,,Economy,Économique
platform-receipt::receipt_Completed,,Completed,Terminé
platform-receipt::receipt_{Field} [CHANGED],,{Field} [CHANGED],{Field} [MODIFIÉ]
platform-receipt::receipt_Subject to collection of recipient information,,Subject to collection of recipient information,Sous réserve de collecte des informations relatives au destinataire
platform-receipt::receipt_We are currently processing your transaction.,,We are currently processing your transaction.,Votre transaction est en cours de traitement.
platform-receipt::receipt_confirmed_funds_deposited_account,,<b>We have confirmed funds were deposited to your recipient's {DestinationName} account.</b> Your transaction is complete and we hope to see you again.,<b>Nous avons vérifié que les fonds avaient bien été déposés sur le compte {DestinationName} de votre destinataire.</b> Votre transaction est terminée et nous espérons vous revoir bientôt.
platform-receipt::receipt_confirmed_funds_deposited_account_china,,<b>We have confirmed funds were deposited to your recipient's {DestinationName} bank card.</b> Your transaction is complete and we hope to see you again.,<b>Nous avons vérifié que les fonds avaient bien été déposés sur la carte bancaire {DestinationName} de votre destinataire.</b> Votre transaction est terminée et nous espérons vous revoir bientôt.
platform-receipt::receipt_ach_available_on_overview,,"<b>Funds will be available for your recipient by {AvailableTime}, on {AvailableDate}.</b> We will update you as the transaction progresses.","<b>Les fonds seront disponibles pour votre destinataire à {AvailableTime}, le {AvailableDate}.</b> Nous vous tiendrons au courant de l'évolution de la transaction."
platform-receipt::receipt_ach_available_on_overview_receiver_chooses,,"<b>Funds will be available for your recipient by {AvailableTime}, on {AvailableDate}.</b> We will update you as the transaction progresses and once {ReceiverFirstName} chooses a delivery option.","<b>Les fonds seront disponibles pour votre destinataire à {AvailableTime}, le {AvailableDate}.</b> Nous vous tiendrons au courant de l'évolution de la transaction et lorsque {ReceiverFirstName} aura choisi une option de livraison."
platform-receipt::receipt_ach_available_on_overview_batch_transferred,,"<b>Your bank has received this withdraw request.</b> You should see the money leave your account today and funds should be available for your recipient by {AvailableTime}, on {AvailableDate}.","<b>Votre banque a reçu cette demande de retrait.</b> Les fonds devraient quitter votre compte aujourd'hui et être mis à la disposition du destinataire le {AvailableTime}, à {AvailableDate}."
platform-receipt::receipt_transaction_delayed,,"Unfortunately, your transaction is delayed due to a processing issue. We are doing everything we can to get things back on track. We apologize for the inconvenience and we will let you know as soon as something changes.",Votre transaction est malheureusement retardée en raison d'un problème de traitement. Nous mettons tout en uvre pour rétablir le service. Nous vous prions de nous excuser pour la gêne occasionnée et vous tiendrons au courant de l'évolution de la situation.
platform-receipt::receipt_transaction_delayed_four_hours,,Your transfer will be slightly delayed due to a processing issue. We are doing everything we can to get things back on track in the next four hours. We apologize for the inconvenience.,Votre virement sera légèrement retardé en raison d'un problème de traitement. Nous mettons tout en uvre pour rétablir le service d'ici quatre heures. Veuillez nous excuser pour les désagréments occasionnés.
platform-receipt::receipt_This transfer is pending while we process your request to increase your sending limit.,,This transfer is pending while we process your request to increase your sending limit.,Ce virement est en attente pendant le traitement de votre demande d'augmentation de limite d'envoi.
platform-receipt::receipt_Your transfer is currently in review,,Your transfer is currently in review.,Votre virement est en cours d'examen.
platform-receipt::receipt_We are reviewing your transfer to {recipientName},,We are reviewing your transfer to {recipientName},Votre virement à {recipientName} est en cours d'examen
platform-receipt::receipt_You do not need to take action at this time. We will keep you updated on its status.,,You do not need to take action at this time. We will keep you updated on its status.,Vous n'avez aucune mesure à prendre pour l'instant. Nous vous tiendrons informés de son état.
platform-receipt::receipt_more_information_why_transfer_reviewed,,"If you’d like more information on why your transfer is being reviewed, please check out our <a href=""{faqLink}"">FAQ page</a>.","Si vous souhaitez plus dinformations sur les raisons pour lesquelles votre virement est examiné, consultez notre <a href=""{faqLink}"">page de FAQ</a>."
platform-receipt::receipt_for_your_protection_we_are_verifying_recipient,,"For your protection, we are verifying your recipient’s identity.","Pour votre protection, nous vérifions l'identité de votre destinataire."
platform-receipt::receipt_they_will_receive_sms_to_verify,,"They will receive an SMS asking them to verify using their national ID, so you may want to let them know they need to respond by {ReviewSLA}.",Ils recevront un SMS leur demandant de s'identifier au moyen de leur identifiant national. Vous pouvez par conséquent leur indiquer qu'ils sont tenus de répondre en vertu du {ReviewSLA}.
platform-receipt::receipt_review_one_hour,,This process should be completed within an hour. We appreciate your patience.,Ce processus ne devrait pas demander plus d'une heure. Nous vous remercions pour votre patience.
platform-receipt::receipt_We were unable to process your transfer to {recipientName} and have put it on hold.,,We were unable to process your transfer to {recipientName} and have put it on hold.,Nous n'avons pas été en mesure de traiter votre virement à {recipientName} et l'avons mis en attente.
platform-receipt::receipt_To keep your transfer moving please email us at {supportEmail} or call us at anytime at {supportPhone}.,,To keep your transfer moving please email us at {supportEmail} or call us at anytime at {supportPhone}.,"Pour que votre virement se poursuive, veuillez nous contacter par e-mail à l'adresse {supportEmail} ou nous appeler à tout moment au {supportPhone}."
platform-receipt::receipt_arizona_disclaimer,,"<p>Arizona banking laws require that we obtain additional personal information from state residents when a household sends $1,000 or more in a single day. Please call us at your earliest convenience to complete this one time process.</p>",<p>Les lois bancaires de l'Arizona nous obligent à recueillir des informations personnelles complémentaires auprès des résidents de l'état lorsqu'un foyer envoie plus de 1 000 $ en l'espace d'une journée. Veuillez nous appeler le plus tôt possible pour vous conformer à cette procédure ponctuelle.</p>
platform-receipt::receipt_ongoing_kyc_monitoring_disclaimer,,"<p>{state} banking laws require that we obtain additional personal information from state residents when a household sends $1,000 or more in a single day. Please call us at your earliest convenience to complete this one time process.</p>",<p>Les lois bancaires de {state} nous obligent à recueillir des informations personnelles complémentaires auprès des résidents de l'état lorsqu'un foyer envoie plus de 1 000 $ en l'espace d'une journée. Veuillez nous appeler le plus tôt possible pour vous conformer à cette procédure ponctuelle.</p>
platform-receipt::receipt_current_lang,,en,en
platform-receipt::receipt_there_will_be_a_delay,,There will be a slight delay due to a processing issue. We are doing everything we can to get things back on track in the next four hours. We apologize for the inconvenience.,Il y aura un léger retard en raison d'un problème de traitement. Nous mettons tout en uvre pour rétablir le service d'ici quatre heures. Veuillez nous excuser pour les désagréments occasionnés.
platform-receipt::receipt_hd_we_have_processed_and_preparing,,We have successfully processed your transfer and is being prepared for delivery to the home of {RecipientName}. We will notify as soon as the delivery process begins,Le traitement de votre virement a réussi et il est en cours de préparation en vue de sa livraison à domicile à {RecipientName}. Nous vous tiendrons informé du démarrage du processus de livraison
platform-receipt::receipt_hd_we_expect_funds_to_be_delivered_by,,We expect funds to be delivered by {DeliveryPromise},Vos fonds devraient être livrés le {DeliveryPromise}
platform-receipt::receipt_hd_regular_updates,,We’ll send you regular updates on the status of your transfer and will notify you as soon as the funds have been delivered.,Nous vous enverrons des mises à jour régulières sur létat de votre virement et nous vous informerons dès que les fonds auront été livrés.
platform-receipt::receipt_hd_partner_received_transfer,,{DestinationName} has received the transfer. {DestinationName} will reach out to {RecipientName} to schedule the delivery at a time that works best for your recipient.,{DestinationName} a reçu le virement. {DestinationName} contactera {RecipientName} pour planifier la livraison à l'heure qui convient le mieux à votre destinataire.
platform-receipt::receipt_hd_delivery_scheduled,,{DestinationName} contacted {RecipientName} and has scheduled the delivery.,{DestinationName} a contacté {RecipientName} et a planifié la livraison.
platform-receipt::receipt_hd_unable_contact_beneficiary,,{DestinationName} was unable to contact {RecipientName}.,{DestinationName} n'a pas été en mesure de contacter {RecipientName}.
platform-receipt::receipt_hd_remote_area_rescheduled,,{DestinationName} is unable to reach the home of {RecipientName} because it is located in a rural area. The delivery has been rescheduled.,{DestinationName} n'a pas été en mesure de se présenter au domicile de {RecipientName} car il se situe dans une zone rurale. La livraison a été reprogrammée.
platform-receipt::receipt_hd_delivery_rescheduled,,{DestinationName} attempted to deliver funds to the home of {RecipientName}. The delivery will be rescheduled,{DestinationName} a essayé de livrer les fonds au domicile de {RecipientName}. La livraison sera reprogrammée
platform-receipt::receipt_hd_invalid_beneficiary_name,,We were unable to deliver funds to your recipient’s home because the phone number that was provided is inaccurate.,Nous n'avons pas été en mesure de livrer les fonds au domicile de votre destinataire car le numéro de téléphone fourni était inexact.
platform-receipt::receipt_hd_invalid_beneficiary_address,,We were unable to deliver funds to your recipient’s home because the address that was provided is inaccurate.,Nous n'avons pas été en mesure de livrer les fonds au domicile de votre destinataire car l'adresse fournie était inexacte.
platform-receipt::receipt_hd_invalid_beneficiary_number,,We were unable to deliver funds to your recipient’s home because the phone number that was provided is inaccurate.,Nous n'avons pas été en mesure de livrer les fonds au domicile de votre destinataire car le numéro de téléphone fourni était inexact.
platform-receipt::receipt_hd_invalid_beneficiary_id,,We were unable to deliver funds to your recipient’s home because the ID provided by your recipient is invalid or was not provided.,Nous n'avons pas été en mesure de livrer les fonds au domicile de votre destinataire car l'identité fournie par votre destinataire était inexacte ou absente.
platform-receipt::receipt_hd_partner_decline,,Your transfer has been rejected because {DestinationName} was unable to deliver the funds to the home of {RecipientName}.,Votre virement a été rejeté parce que {DestinationName} n'a pas été en mesure de livrer les fonds au domicile de {RecipientName}.
platform-receipt::receipt_mw_limit_exceeded,,We were unable to deliver the funds to your recipient's mobile money account because it would exceed their mobile wallet limit.,Nous n'avons pas été en mesure de transférer les fonds sur le compte monétaire mobile de votre destinataire car la limite du portefeuille mobile serait dépassée.
platform-receipt::receipt_invalid_account_number,,We are unable to complete your transaction as {DestinationName} reported an issue with the details provided.,Nous ne sommes pas en mesure de finaliser votre transaction car {DestinationName} a signalé un problème concernant les informations fournies.
platform-receipt::receipt_sorry_card_not_authorized_message,,"<b>We're sorry, your card was not authorized by your bank.</b> There are many reasons why this may have occurred. Please call your card issuer to request they approve your transaction, and then resubmit your transfer with us. Questions? Call {SupportPhone} or <a href=""{ContactUrl}"">Email Us.</a>","<b>Nous sommes désolés, mais votre carte n'a pas été autorisée par votre banque.</b> Ce refus peut s'expliquer par différentes raisons. Veuillez appeler l'émetteur de votre carte pour lui demander d'approuver la transaction, puis faites une nouvelle tentative de virement. Vous avez des questions ? Appelez le {SupportPhone} ou <a href=""{ContactUrl}"">envoyez-nous un e-mail.</a>"
platform-receipt::receipt_sorry_unable_to_process_payment_error,,"<b>We're sorry, we were unable to process your payment.</b> {ErrorCode}","<b>Nous sommes désolés, mais nous n'avons pas été en mesure de traiter votre paiement.</b> {ErrorCode}"
platform-receipt::receipt_sorry_unable_to_complete_transaction_security,,"<b>We're sorry, for security reasons we are unable to complete your transaction. Your bank was not charged.</b> If you'd like to discuss this further with our team, please <a href=""{ContactUrl}"">Email Us</a> or call {SupportPhone}.","<b>Nous sommes désolés, mais nous n'avons pas été en mesure de finaliser votre transaction pour des raisons de sécurité. Votre banque n'a pas été débitée.</b> Pour plus de précisions, veuillez contacter notre équipe <a href=""{ContactUrl}"">par e-mail</a> ou par téléphone au {SupportPhone}."
platform-receipt::receipt_thank_you_for_following_transfer,,Thank you again for using Remitly for the following transfer:,Merci encore d'avoir utilisé Remitly pour le virement suivant :
platform-receipt::receipt_branch_info,,Branch Info,Infos agence
platform-receipt::receipt_salutation,,Dear,Cher/Chère
platform-receipt::receipt_thankyou,,Thank you for sending money with Remitly,Merci d'avoir envoyé de l'argent avec Remitly
platform-receipt::receipt_txn_avail_pickup,,We processed your transaction and money is ready for pickup.,Nous avons traité votre transaction et l'argent peut à présent être retiré.
platform-receipt::receipt_pickup_prompt,,How can {RecipientFirstName} collect this remittance?,Comment {RecipientFirstName} peut-il récupérer ce versement ?
platform-receipt::receipt_provide_refno,,Provide the transaction reference number ({ReferenceNumber}) to {RecipientFirstName}.,Fournissez le numéro de référence de la transaction ({ReferenceNumber}) à {RecipientFirstName}.
platform-receipt::receipt_partner_will_contact,,{Partner} will contact {RecipientFirstName} over the phone and provide details about their nearest pickup location.,{Partner} contactera {RecipientFirstName} par téléphone et lui indiquera le point de retrait le plus proche.
platform-receipt::receipt_bring_government_issued_photo_id_no_link,,Tell {RecipientFirstName} to take an official government-issued photo ID to any {Partner} location.,Invitez {RecipientFirstName} à se munir d'une pièce d'identité avec photo officielle pour se présenter au point de retrait de {Partner}.
platform-receipt::receipt_bring_government_issued_photo_id_with_link,,"Tell {RecipientFirstName} to take an official government-issued photo ID to any <a href=""{PartnerLocUrl}"">{Partner}</a> location.","Invitez {RecipientFirstName} à se munir d'une pièce d'identité avec photo officielle pour se présenter au point de retrait de {<a href=""{PartnerLocUrl}"">{Partner}</a>."
platform-receipt::receipt_bring_government_issued_photo_id_chosen_location,,Tell {RecipientFirstName} to take an official government-issued photo ID to their chosen pickup location.,Invitez {RecipientFirstName} à se munir d'une pièce d'identité avec photo officielle pour se présenter au point de retrait choisi.
platform-receipt::receipt_bring_government_issued_photo_id_to_locations,,Tell {RecipientFirstName} to take an official government-issued photo ID to any {PickupLocations} location.,Invitez {RecipientFirstName} à se munir d'une pièce d'identité avec photo officielle pour se présenter au point de retrait de {PickupLocations}.
platform-receipt::receipt_inform_cashier,,Have {RecipientFirstName} inform the cashier that he or she has received a remittance through Remitly.,Invitez {RecipientFirstName} à indiquer au guichetier qu'il a reçu un virement par l'intermédiaire de Remitly.
platform-receipt::receipt_mention_rem,,"If needed, tell the cashier Remitly's company prefix is ""REM""","Si nécessaire, indiquez au guichetier que le préfixe de la société Remitly est « REM »."
platform-receipt::receipt_cashier_will_provide,,"After validating {RecipientFirstName}'s photo ID and reference number, the cashier will provide the amount of money shown above.","Après vérification du numéro de référence et de la pièce d'identité avec photo de {RecipientFirstName}, le guichetier remettra la somme indiquée ci-dessus."
platform-receipt::receipt_sent_sms,,"Additionally, we sent an SMS with the details of this transaction to your recipient.","De plus, nous avons envoyé un SMS contenant les détails de cette transaction à votre destinataire."
platform-receipt::receipt_they_can_also_contact,,They can also contact {Partner} at {PartnerPhone}.,Il peut également contacter {Partner} au {PartnerPhone}.
platform-receipt::receipt_they_can_also_contact_2,,"They can also contact {Partner} at {PartnerPhone}, or from the provinces free of charge at {PartnerPhone2}.","Il peut également contacter {Partner} au {PartnerPhone}, ou gratuitement au {PartnerPhone2} à partir des provinces."
platform-receipt::receipt_submitted,,Submitted,Envoyé
platform-receipt::receipt_reference_no,,Reference No.,N° de référence
platform-receipt::receipt_transfer_no,,Transfer No.,N° de virement
platform-receipt::receipt_delivery,,Delivery,Livraison
platform-receipt::receipt_payment_method,,Payment Method,Mode de paiement
platform-receipt::receipt_ending_in,,ending in,se terminant par
platform-receipt::receipt_sender_info,,Sender,Expéditeur
platform-receipt::receipt_amount_sent,,Amount Sent,Montant envoyé
platform-receipt::receipt_amount,,Amount,Montant
platform-receipt::receipt_amount_to_transfer,,Amount to transfer,Montant à virer
platform-receipt::receipt_transfer_to,,Transfer to,Virer à
platform-receipt::receipt_sort_code,,Sort code,Code guichet
platform-receipt::receipt_account_number,,Account number,Numéro de compte
platform-receipt::receipt_reference_number,,Reference number,Numéro de référence
platform-receipt::receipt_exact_reference_number,,Exact reference number,Numéro de référence exact
platform-receipt::receipt_your_recipient_receives,,Your recipient receives,Votre destinataire reçoit
platform-receipt::receipt_details_for_your_transfer,,Details for your transfer,Détails de votre virement
platform-receipt::receipt_fee,,Fee,Frais
platform-receipt::receipt_total_charge,,Total Amount Charged,Montant total débité
platform-receipt::receipt_recipient_info,,Recipient,Destinataire
platform-receipt::receipt_recipient_info_header,,Recipient,Destinataire
platform-receipt::receipt_exchange_rate,,Exchange Rate,Taux de change
platform-receipt::receipt_recipient_amount,,Net Recipient Amount,Montant net au destinataire
platform-receipt::receipt_exchange_rate_fineprint,,Remitly may earn revenue from the conversion of {SendingCurrencyCode} to other currencies.,Remitly peut tirer des revenus de la conversion de {SendingCurrencyCode} dans d'autres devises.
platform-receipt::receipt_transaction_status,,<b>Transaction</b> Status,<b>État de la</b> transaction
platform-receipt::receipt_processing,,Processing,Traitement
platform-receipt::receipt_available_for_pickup,,Available for Pickup,Disponible pour retrait
platform-receipt::receipt_contact_us_prompt,,"Please <a href=""{ContactUrl}"">send us a message</a> or call us at {SupportPhone} if you have questions about this transaction. Important information about our refund policy is available <a href=""{RefundUrl}"">here</a>.","Veuillez <a href=""{ContactUrl}"">nous envoyer un message</a> ou nous appeler au {SupportPhone} pour toute question relative à cette transaction. Des informations importantes sur notre politique de remboursement sont disponibles <a href=""{RefundUrl}"">ici</a>."
platform-receipt::receipt_ca_refund_header,,RIGHT TO REFUND,DROIT DE REMBOURSEMENT
platform-receipt::receipt_ca_refund_fineprint,,"You, the customer, are entitled to a refund of the money to be transmitted as the result of this agreement if Remitly does not forward the money received from you within 10 days of the date of its receipt, or does not give instructions committing an equivalent amount of money to the person designated by you within 10 days of the date of the receipt of the funds from you unless otherwise instructed by you.","Vous, le client, pouvez prétendre à un remboursement de l'argent à transférer à la suite de cet accord si Remitly ne transfère pas l'argent reçu de votre part dans un délai de 10 jours à compter de la date de réception de celui-ci, ou ne donne pas d'instructions engageant le versement d'un montant équivalent à la personne désignée par vous dans les 10 jours suivant la date de réception des fonds, sauf indication contraire de votre part."
platform-receipt::receipt_ca_noncompliance_fineprint,,If your instructions as to when the moneys shall be forwarded or transmitted are not complied with and the money has not yet been forwarded or transmitted you have a right to a refund of your money.,"Si vos instructions quant au moment où les fonds doivent être envoyés ou transmis ne sont pas suivies et que les fonds n'ont pas encore été envoyés ou transmis, vous avez droit à un remboursement de vos fonds."
platform-receipt::receipt_refund_instructions_fineprint,,"If you want a refund, you must mail or deliver your written request to Remitly at {RemitlySeattleAddress}. If you do not receive your refund, you may be entitled to your money back plus a penalty of up to $1,000 and attorney's fees pursuant to Section 2102 of the California Financial Code.","Si vous souhaitez obtenir un remboursement, vous devez envoyer votre demande écrite à Remitly par courrier ou par porteur à l'adresse {RemitlySeattleAddress}. Si vous ne recevez pas votre remboursement, vous pourrez prétendre à la restitution de vos fonds assortie d'une amende pouvant aller jusqu'à 1 000 $ et des frais d'avocat en vertu de l'article 2102 du code financier californien."
platform-receipt::receipt_todays_date,,Today's Date,Date du jour
platform-receipt::receipt_receipt,,Receipt,Reçu
platform-receipt::receipt_transaction_receipt,,Receipt,Reçu
platform-receipt::receipt_thank_you,,Thanks for using Remitly,Merci d'utiliser Remitly
platform-receipt::receipt_title_refund_policy,,Our Refund Policy,Notre politique de remboursement
platform-receipt::receipt_questions,,"If you have any questions about this transaction, <a href=""{ContactUrl}"">send us a message</a> or call us at {SupportPhone}.","Pour toute question relative à cette transaction, veuillez <a href=""{ContactUrl}"">nous envoyer un message</a> ou nous appeler au {SupportPhone}."
platform-receipt::receipt_times_pacific,,All times are Pacific,Toutes les heures s'entendent en heure du Pacifique
platform-receipt::receipt_credit,,Discount,Réduction
platform-receipt::receipt_fee_discount,,Fee Waived,Exonération des frais
platform-receipt::receipt_speed,,Delivery Speed,Vitesse de livraison
platform-receipt::receipt_currency,,Currency,Devise
platform-receipt::receipt_available,,Available,Disponible
platform-receipt::receipt_available_on,,Arrival Time,Heure darrivée
platform-receipt::receipt_payment_details,,Payment Details,Informations de paiement
platform-receipt::receipt_mobile_text,,Check your email for a copy of this receipt.,Consultez votre courrier électronique pour retrouver la copie de ce reçu.
platform-receipt::receipt_cfpb_error_resolution,,"You have a right to dispute errors in your transaction. If you think there is an error, contact us within 180 days at {SupportPhone} or at <a href=""https://www.remitly.com"">www.remitly.com</a>. You can view a written explanation of your rights by clicking <a href=""{ErrorResolutionUrl}"">here</a>.","Vous avez le droit de contester les erreurs constatées dans votre transaction. Si vous pensez qu'une erreur s'est produite, contactez-nous dans un délai de 180 jours au {SupportPhone} ou sur le site <a href=""https://www.remitly.com"">www.remitly.com</a>. Vous pouvez consulter une explication écrite de vos droits en cliquant <a href=""{ErrorResolutionUrl}"">ici</a>."
platform-receipt::receipt_cfpb_cancellation_rights,,You can cancel for a full refund anytime unless the funds have been picked up or deposited.,"Vous pouvez annuler et demander un remboursement intégral à tout moment, sauf si les fonds ont été retirés ou déposés."
platform-receipt::receipt_can_error_resolution_header,,Refund &amp; Error Resolution Policy,Politique de remboursement et de résolution des erreurs
platform-receipt::receipt_can_error_resolution_text,,"You may contact us about errors in your transaction. If you think there is an error, contact us within 180 days at {SupportPhone} or at <a href=""https://www.remitly.com"">www.remitly.com</a>. You can cancel for a full refund any time unless the funds have been picked up or deposited.","Vous pouvez nous contacter à propos des erreurs constatées dans votre transaction. Si vous pensez qu'une erreur s'est produite, contactez-nous dans un délai de 180 jours au {SupportPhone} ou sur le site <a href=""https://www.remitly.com"">www.remitly.com</a>. Vous pouvez annuler et demander un remboursement intégral à tout moment, sauf si les fonds ont été retirés ou déposés."
platform-receipt::receipt_mn_scam_warning,,"<p><b>Be Wary of Internet Scams</b></p><ul><li>DO NOT make a payment to claim lottery or prize winnings, or on a promise of receiving a large amount of money.</li><li>DO NOT respond to an Internet or phone offer that you aren&rsquo;t sure is honest.</li><li>DO NOT make a payment to someone you don&rsquo;t know or whose identity you can&rsquo;t verify.</li></ul>","<p><b>Méfiez-vous des escroqueries sur Internet</b></p><ul><li>N'effectuez AUCUN paiement pour réclamer un gain ou un prix de loterie, ou contre la promesse de recevoir une grosse somme d'argent.</li><li>NE répondez à AUCUNE offre Internet ou téléphonique qui ne vous semble pas honnête.</li><li>N'effectuez AUCUN paiement à une personne que vous ne connaissez pas ou dont vous ne pouvez vérifier l'identité.</li></ul>"
platform-receipt::receipt_information_required,,Information Required,Informations requises
